h,a,s1,s2,f1,f2,c,ogfos,ec1,ec2,ec3,ec4
5.00,10.00,9.00,9.00,35.00,15.00,20.00,4.89,0.00,0.00,0.00,0.00
5.00,10.00,9.00,9.00,35.00,20.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,9.00,9.00,35.00,20.00,10.00,5.06,0.00,0.00,0.00,0.00
5.00,10.00,9.00,9.00,35.00,20.00,20.00,5.72,0.00,0.00,0.00,0.00
5.00,10.00,9.00,9.00,35.00,25.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,9.00,9.00,35.00,25.00,10.00,5.85,0.00,0.00,0.00,0.00
5.00,10.00,9.00,9.00,35.00,25.00,20.00,6.53,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,25.00,15.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,25.00,15.00,10.00,3.79,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,25.00,15.00,20.00,4.47,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,25.00,20.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,25.00,20.00,10.00,4.47,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,25.00,20.00,20.00,5.20,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,25.00,25.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,25.00,25.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,25.00,25.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,30.00,15.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,30.00,15.00,10.00,4.01,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,30.00,15.00,20.00,4.67,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,30.00,20.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,30.00,20.00,10.00,4.79,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,30.00,20.00,20.00,5.46,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,30.00,25.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,30.00,25.00,10.00,5.40,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,30.00,25.00,20.00,6.19,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,35.00,15.00,0.10,3.59,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,35.00,15.00,10.00,4.24,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,35.00,15.00,20.00,4.88,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,35.00,20.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,35.00,20.00,10.00,5.06,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,35.00,20.00,20.00,5.72,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,35.00,25.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,35.00,25.00,10.00,5.85,0.00,0.00,0.00,0.00
5.00,10.00,9.00,12.00,35.00,25.00,20.00,6.53,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,25.00,15.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,25.00,15.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,25.00,15.00,20.00,5.32,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,25.00,20.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,25.00,20.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,25.00,20.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,25.00,25.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,25.00,25.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,25.00,25.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,30.00,15.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,30.00,15.00,10.00,5.15,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,30.00,15.00,20.00,5.85,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,30.00,20.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,30.00,20.00,10.00,5.40,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,30.00,20.00,20.00,6.42,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,30.00,25.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,30.00,25.00,10.00,5.40,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,30.00,25.00,20.00,6.42,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,35.00,15.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,35.00,15.00,10.00,5.74,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,35.00,15.00,20.00,6.44,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,35.00,20.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,35.00,20.00,10.00,6.33,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,35.00,20.00,20.00,7.05,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,35.00,25.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,35.00,25.00,10.00,6.33,0.00,0.00,0.00,0.00
5.00,10.00,12.00,3.00,35.00,25.00,20.00,7.35,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,25.00,15.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,25.00,15.00,10.00,4.54,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,25.00,15.00,20.00,5.19,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,25.00,20.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,25.00,20.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,25.00,20.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,25.00,25.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,25.00,25.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,25.00,25.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,30.00,15.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,30.00,15.00,10.00,4.92,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,30.00,15.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,30.00,20.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,30.00,20.00,10.00,5.40,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,30.00,20.00,20.00,6.39,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,30.00,25.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,30.00,25.00,10.00,5.40,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,30.00,25.00,20.00,6.42,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,35.00,15.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,35.00,15.00,10.00,5.29,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,35.00,15.00,20.00,5.96,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,35.00,20.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,35.00,20.00,10.00,6.15,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,35.00,20.00,20.00,6.81,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,35.00,25.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,35.00,25.00,10.00,6.33,0.00,0.00,0.00,0.00
5.00,10.00,12.00,6.00,35.00,25.00,20.00,7.35,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,25.00,15.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,25.00,15.00,10.00,4.54,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,25.00,15.00,20.00,5.18,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,25.00,20.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,25.00,20.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,25.00,20.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,25.00,25.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,25.00,25.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,25.00,25.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,30.00,15.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,30.00,15.00,10.00,4.85,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,30.00,15.00,20.00,5.49,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,30.00,20.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,30.00,20.00,10.00,5.40,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,30.00,20.00,20.00,6.39,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,30.00,25.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,30.00,25.00,10.00,5.40,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,30.00,25.00,20.00,6.42,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,35.00,15.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,35.00,15.00,10.00,5.15,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,35.00,15.00,20.00,5.79,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,35.00,20.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,35.00,20.00,10.00,6.12,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,35.00,20.00,20.00,6.77,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,35.00,25.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,35.00,25.00,10.00,6.33,0.00,0.00,0.00,0.00
5.00,10.00,12.00,9.00,35.00,25.00,20.00,7.35,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,25.00,15.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,25.00,15.00,10.00,4.54,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,25.00,15.00,20.00,5.18,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,25.00,20.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,25.00,20.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,25.00,20.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,25.00,25.00,0.10,2.73,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,25.00,25.00,10.00,4.56,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,25.00,25.00,20.00,5.57,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,30.00,15.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,30.00,15.00,10.00,4.85,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,30.00,15.00,20.00,5.49,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,30.00,20.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,30.00,20.00,10.00,5.40,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,30.00,20.00,20.00,6.39,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,30.00,25.00,0.10,3.36,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,30.00,25.00,10.00,5.40,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,30.00,25.00,20.00,6.42,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,35.00,15.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,35.00,15.00,10.00,5.15,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,35.00,15.00,20.00,5.78,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,35.00,20.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,35.00,20.00,10.00,6.12,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,35.00,20.00,20.00,6.77,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,35.00,25.00,0.10,4.06,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,35.00,25.00,10.00,6.33,0.00,0.00,0.00,0.00
5.00,10.00,12.00,12.00,35.00,25.00,20.00,7.35,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,25.00,15.00,0.10,1.16,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,25.00,15.00,10.00,1.90,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,25.00,15.00,20.00,2.61,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,25.00,20.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,25.00,20.00,10.00,2.22,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,25.00,20.00,20.00,2.93,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,25.00,25.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,25.00,25.00,10.00,2.53,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,25.00,25.00,20.00,3.00,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,30.00,15.00,0.10,1.24,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,30.00,15.00,10.00,1.98,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,30.00,15.00,20.00,2.69,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,30.00,20.00,0.10,1.53,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,30.00,20.00,10.00,2.29,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,30.00,20.00,20.00,3.00,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,30.00,25.00,0.10,1.69,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,30.00,25.00,10.00,2.61,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,30.00,25.00,20.00,3.34,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,35.00,15.00,0.10,1.34,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,35.00,15.00,10.00,2.06,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,35.00,15.00,20.00,2.77,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,35.00,20.00,0.10,1.62,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,35.00,20.00,10.00,2.37,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,35.00,20.00,20.00,3.08,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,35.00,25.00,0.10,1.93,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,35.00,25.00,10.00,2.70,0.00,0.00,0.00,0.00
5.00,20.00,3.00,3.00,35.00,25.00,20.00,3.42,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,25.00,15.00,0.10,1.16,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,25.00,15.00,10.00,1.86,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,25.00,15.00,20.00,2.50,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,25.00,20.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,25.00,20.00,10.00,2.21,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,25.00,20.00,20.00,2.85,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,25.00,25.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,25.00,25.00,10.00,2.53,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,25.00,25.00,20.00,2.99,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,30.00,15.00,0.10,1.24,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,30.00,15.00,10.00,1.92,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,30.00,15.00,20.00,2.55,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,30.00,20.00,0.10,1.53,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,30.00,20.00,10.00,2.27,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,30.00,20.00,20.00,2.91,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,30.00,25.00,0.10,1.69,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,30.00,25.00,10.00,2.61,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,30.00,25.00,20.00,3.29,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,35.00,15.00,0.10,1.31,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,35.00,15.00,10.00,1.98,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,35.00,15.00,20.00,2.62,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,35.00,20.00,0.10,1.62,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,35.00,20.00,10.00,2.33,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,35.00,20.00,20.00,2.97,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,35.00,25.00,0.10,1.93,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,35.00,25.00,10.00,2.70,0.00,0.00,0.00,0.00
5.00,20.00,3.00,6.00,35.00,25.00,20.00,3.35,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,25.00,15.00,0.10,1.14,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,25.00,15.00,10.00,1.85,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,25.00,15.00,20.00,2.40,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,25.00,20.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,25.00,20.00,10.00,2.21,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,25.00,20.00,20.00,2.81,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,25.00,25.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,25.00,25.00,10.00,2.53,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,25.00,25.00,20.00,2.99,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,30.00,15.00,0.10,1.18,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,30.00,15.00,10.00,1.89,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,30.00,15.00,20.00,2.44,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,30.00,20.00,0.10,1.52,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,30.00,20.00,10.00,2.27,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,30.00,20.00,20.00,2.84,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,30.00,25.00,0.10,1.69,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,30.00,25.00,10.00,2.61,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,30.00,25.00,20.00,3.28,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,35.00,15.00,0.10,1.23,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,35.00,15.00,10.00,1.94,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,35.00,15.00,20.00,2.48,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,35.00,20.00,0.10,1.57,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,35.00,20.00,10.00,2.33,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,35.00,20.00,20.00,2.89,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,35.00,25.00,0.10,1.93,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,35.00,25.00,10.00,2.70,0.00,0.00,0.00,0.00
5.00,20.00,3.00,9.00,35.00,25.00,20.00,3.32,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,25.00,15.00,0.10,1.12,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,25.00,15.00,10.00,1.82,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,25.00,15.00,20.00,2.31,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,25.00,20.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,25.00,20.00,10.00,2.21,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,25.00,20.00,20.00,2.73,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,25.00,25.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,25.00,25.00,10.00,2.53,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,25.00,25.00,20.00,2.99,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,30.00,15.00,0.10,1.15,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,30.00,15.00,10.00,1.86,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,30.00,15.00,20.00,2.35,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,30.00,20.00,0.10,1.50,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,30.00,20.00,10.00,2.26,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,30.00,20.00,20.00,2.78,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,30.00,25.00,0.10,1.69,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,30.00,25.00,10.00,2.61,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,30.00,25.00,20.00,3.23,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,35.00,15.00,0.10,1.18,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,35.00,15.00,10.00,1.90,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,35.00,15.00,20.00,2.39,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,35.00,20.00,0.10,1.53,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,35.00,20.00,10.00,2.30,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,35.00,20.00,20.00,2.81,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,35.00,25.00,0.10,1.90,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,35.00,25.00,10.00,2.67,0.00,0.00,0.00,0.00
5.00,20.00,3.00,12.00,35.00,25.00,20.00,3.27,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,25.00,15.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,25.00,15.00,10.00,2.47,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,25.00,15.00,20.00,3.15,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,25.00,20.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,25.00,20.00,10.00,2.72,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,25.00,20.00,20.00,3.51,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,25.00,25.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,25.00,25.00,10.00,2.72,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,25.00,25.00,20.00,3.63,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,30.00,15.00,0.10,1.69,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,30.00,15.00,10.00,2.67,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,30.00,15.00,20.00,3.35,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,30.00,20.00,0.10,1.69,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,30.00,20.00,10.00,3.01,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,30.00,20.00,20.00,3.70,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,30.00,25.00,0.10,1.69,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,30.00,25.00,10.00,3.10,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,30.00,25.00,20.00,4.07,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,35.00,15.00,0.10,2.02,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,35.00,15.00,10.00,2.88,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,35.00,15.00,20.00,3.56,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,35.00,20.00,0.10,2.02,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,35.00,20.00,10.00,3.23,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,35.00,20.00,20.00,3.91,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,35.00,25.00,0.10,2.02,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,35.00,25.00,10.00,3.52,0.00,0.00,0.00,0.00
5.00,20.00,6.00,3.00,35.00,25.00,20.00,4.28,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,25.00,15.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,25.00,15.00,10.00,2.45,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,25.00,15.00,20.00,3.11,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,25.00,20.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,25.00,20.00,10.00,2.72,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,25.00,20.00,20.00,3.51,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,25.00,25.00,0.10,1.38,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,25.00,25.00,10.00,2.72,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,25.00,25.00,20.00,3.63,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,30.00,15.00,0.10,1.69,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,30.00,15.00,10.00,2.59,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,30.00,15.00,20.00,3.24,0.00,0.00,0.00,0.00
5.00,20.00,6.00,6.00,30.00,20.00,0.10,1.69,0.00,0.00,0.00,0.00
